,Time,Type,Zone1,Zone2,Zone3
0,210,Tuna,1.0,-9.0,8.0
1,210,Salmon,6.0,-10.0,4.0
2,210,Clown,-36.0,63.0,-27.0
0,211,Tuna,1.0,-7.0,6.0
1,211,Salmon,6.0,-10.0,4.0
2,211,Clown,-36.0,63.0,-27.0
0,212,Tuna,1.0,-6.0,5.0
1,212,Salmon,6.0,-10.0,4.0
2,212,Clown,-36.0,63.0,-27.0
0,213,Tuna,1.0,-6.0,5.0
1,213,Salmon,6.0,-10.0,4.0
2,213,Clown,-39.0,66.0,-27.0
0,214,Tuna,1.0,-7.0,6.0
1,214,Salmon,7.0,-11.0,4.0
2,214,Clown,-39.0,66.0,-27.0
0,215,Tuna,1.0,-7.0,6.0
1,215,Salmon,7.0,-11.0,4.0
2,215,Clown,-39.0,66.0,-27.0
0,216,Tuna,1.0,-7.0,6.0
1,216,Salmon,5.0,-7.0,2.0
2,216,Clown,-39.0,66.0,-27.0
0,217,Tuna,1.0,-8.0,7.0
1,217,Salmon,5.0,-7.0,2.0
2,217,Clown,-36.0,63.0,-27.0
0,218,Tuna,2.0,-9.0,7.0
1,218,Salmon,5.0,-7.0,2.0
2,218,Clown,-39.0,66.0,-27.0
0,219,Tuna,2.0,-9.0,7.0
1,219,Salmon,5.0,-7.0,2.0
2,219,Clown,-39.0,66.0,-27.0
0,220,Tuna,2.0,-9.0,7.0
1,220,Salmon,4.0,-7.0,3.0
2,220,Clown,-39.0,66.0,-27.0
0,221,Tuna,2.0,-9.0,7.0
1,221,Salmon,4.0,-7.0,3.0
2,221,Clown,-39.0,66.0,-27.0
0,222,Tuna,2.0,-8.0,6.0
1,222,Salmon,4.0,-7.0,3.0
2,222,Clown,-39.0,66.0,-27.0
0,223,Tuna,2.0,-8.0,6.0
1,223,Salmon,3.0,-6.0,3.0
2,223,Clown,-39.0,66.0,-27.0
0,224,Tuna,2.0,-8.0,6.0
1,224,Salmon,2.0,-5.0,3.0
2,224,Clown,-42.0,69.0,-27.0
0,225,Tuna,2.0,-8.0,6.0
1,225,Salmon,1.0,-4.0,3.0
2,225,Clown,-42.0,69.0,-27.0
0,226,Tuna,2.0,-7.0,5.0
1,226,Salmon,2.0,-5.0,3.0
2,226,Clown,-48.0,75.0,-27.0
0,227,Tuna,1.0,-6.0,5.0
1,227,Salmon,2.0,-5.0,3.0
2,227,Clown,-48.0,72.0,-24.0
0,228,Tuna,2.0,-7.0,5.0
1,228,Salmon,2.0,-5.0,3.0
2,228,Clown,-48.0,72.0,-24.0
0,229,Tuna,2.0,-7.0,5.0
1,229,Salmon,2.0,-5.0,3.0
2,229,Clown,-51.0,75.0,-24.0
0,230,Tuna,2.0,-7.0,5.0
1,230,Salmon,1.0,-4.0,3.0
2,230,Clown,-51.0,75.0,-24.0
0,231,Tuna,2.0,-7.0,5.0
1,231,Salmon,1.0,-4.0,3.0
2,231,Clown,-51.0,75.0,-24.0
0,232,Tuna,1.0,-5.0,4.0
1,232,Salmon,1.0,-4.0,3.0
2,232,Clown,-51.0,75.0,-24.0
0,233,Tuna,1.0,-5.0,4.0
1,233,Salmon,1.0,-4.0,3.0
2,233,Clown,-51.0,75.0,-24.0
0,234,Tuna,1.0,-5.0,4.0
1,234,Salmon,2.0,-5.0,3.0
2,234,Clown,-51.0,72.0,-21.0
0,235,Tuna,1.0,-5.0,4.0
1,235,Salmon,3.0,-6.0,3.0
2,235,Clown,-51.0,72.0,-21.0
0,236,Tuna,1.0,-5.0,4.0
1,236,Salmon,4.0,-7.0,3.0
2,236,Clown,-51.0,72.0,-21.0
0,237,Tuna,1.0,-5.0,4.0
1,237,Salmon,4.0,-8.0,4.0
2,237,Clown,-48.0,69.0,-21.0
0,238,Tuna,1.0,-6.0,5.0
1,238,Salmon,6.0,-10.0,4.0
2,238,Clown,-48.0,69.0,-21.0
0,239,Tuna,2.0,-8.0,6.0
1,239,Salmon,7.0,-12.0,5.0
2,239,Clown,-45.0,66.0,-21.0
0,240,Tuna,2.0,-8.0,6.0
1,240,Salmon,7.0,-13.0,6.0
2,240,Clown,-48.0,69.0,-21.0
0,241,Tuna,2.0,-8.0,6.0
1,241,Salmon,7.0,-13.0,6.0
2,241,Clown,-48.0,69.0,-21.0
0,242,Tuna,2.0,-8.0,6.0
1,242,Salmon,6.0,-12.0,6.0
2,242,Clown,-48.0,69.0,-21.0
0,243,Tuna,1.0,-7.0,6.0
1,243,Salmon,5.0,-11.0,6.0
2,243,Clown,-48.0,69.0,-21.0
0,244,Tuna,2.0,-8.0,6.0
1,244,Salmon,5.0,-11.0,6.0
2,244,Clown,-51.0,72.0,-21.0
0,245,Tuna,1.0,-7.0,6.0
1,245,Salmon,5.0,-11.0,6.0
2,245,Clown,-54.0,75.0,-21.0
0,246,Tuna,1.0,-6.0,5.0
1,246,Salmon,6.0,-12.0,6.0
2,246,Clown,-51.0,72.0,-21.0
0,247,Tuna,1.0,-6.0,5.0
1,247,Salmon,7.0,-12.0,5.0
2,247,Clown,-54.0,75.0,-21.0
0,248,Tuna,2.0,-7.0,5.0
1,248,Salmon,7.0,-11.0,4.0
2,248,Clown,-51.0,75.0,-24.0
0,249,Tuna,2.0,-7.0,5.0
1,249,Salmon,6.0,-10.0,4.0
2,249,Clown,-51.0,75.0,-24.0
0,250,Tuna,2.0,-7.0,5.0
1,250,Salmon,7.0,-11.0,4.0
2,250,Clown,-54.0,78.0,-24.0
0,251,Tuna,2.0,-7.0,5.0
1,251,Salmon,6.0,-10.0,4.0
2,251,Clown,-54.0,78.0,-24.0
0,252,Tuna,2.0,-8.0,6.0
1,252,Salmon,5.0,-9.0,4.0
2,252,Clown,-54.0,78.0,-24.0
0,253,Tuna,2.0,-8.0,6.0
1,253,Salmon,5.0,-9.0,4.0
2,253,Clown,-54.0,78.0,-24.0
0,254,Tuna,2.0,-8.0,6.0
1,254,Salmon,5.0,-9.0,4.0
2,254,Clown,-54.0,78.0,-24.0
0,255,Tuna,3.0,-9.0,6.0
1,255,Salmon,5.0,-10.0,5.0
2,255,Clown,-54.0,78.0,-24.0
0,256,Tuna,2.0,-7.0,5.0
1,256,Salmon,5.0,-10.0,5.0
2,256,Clown,-54.0,78.0,-24.0
0,257,Tuna,2.0,-7.0,5.0
1,257,Salmon,6.0,-10.0,4.0
2,257,Clown,-57.0,81.0,-24.0
0,258,Tuna,2.0,-7.0,5.0
1,258,Salmon,6.0,-12.0,6.0
2,258,Clown,-57.0,81.0,-24.0
0,259,Tuna,3.0,-9.0,6.0
1,259,Salmon,7.0,-13.0,6.0
2,259,Clown,-57.0,81.0,-24.0
0,260,Tuna,5.0,-12.0,7.0
1,260,Salmon,7.0,-13.0,6.0
2,260,Clown,-57.0,81.0,-24.0
0,261,Tuna,5.0,-12.0,7.0
1,261,Salmon,7.0,-15.0,8.0
2,261,Clown,-60.0,84.0,-24.0
0,262,Tuna,5.0,-12.0,7.0
1,262,Salmon,8.0,-14.0,6.0
2,262,Clown,-60.0,84.0,-24.0
0,263,Tuna,5.0,-12.0,7.0
1,263,Salmon,8.0,-14.0,6.0
2,263,Clown,-60.0,87.0,-27.0
0,264,Tuna,5.0,-12.0,7.0
1,264,Salmon,9.0,-15.0,6.0
2,264,Clown,-60.0,87.0,-27.0
0,265,Tuna,3.0,-10.0,7.0
1,265,Salmon,8.0,-13.0,5.0
2,265,Clown,-63.0,90.0,-27.0
0,266,Tuna,3.0,-10.0,7.0
1,266,Salmon,8.0,-13.0,5.0
2,266,Clown,-63.0,90.0,-27.0
0,267,Tuna,3.0,-10.0,7.0
1,267,Salmon,8.0,-14.0,6.0
2,267,Clown,-63.0,90.0,-27.0
0,268,Tuna,3.0,-10.0,7.0
1,268,Salmon,9.0,-17.0,8.0
2,268,Clown,-66.0,96.0,-30.0
0,269,Tuna,3.0,-10.0,7.0
1,269,Salmon,10.0,-18.0,8.0
2,269,Clown,-63.0,93.0,-30.0
0,270,Tuna,3.0,-10.0,7.0
1,270,Salmon,9.0,-17.0,8.0
2,270,Clown,-63.0,93.0,-30.0
0,271,Tuna,3.0,-10.0,7.0
1,271,Salmon,9.0,-17.0,8.0
2,271,Clown,-63.0,93.0,-30.0
0,272,Tuna,3.0,-10.0,7.0
1,272,Salmon,10.0,-17.0,7.0
2,272,Clown,-63.0,93.0,-30.0
0,273,Tuna,3.0,-10.0,7.0
1,273,Salmon,10.0,-17.0,7.0
2,273,Clown,-63.0,93.0,-30.0
0,274,Tuna,3.0,-10.0,7.0
1,274,Salmon,10.0,-16.0,6.0
2,274,Clown,-63.0,93.0,-30.0
0,275,Tuna,3.0,-10.0,7.0
1,275,Salmon,10.0,-16.0,6.0
2,275,Clown,-66.0,96.0,-30.0
0,276,Tuna,3.0,-10.0,7.0
1,276,Salmon,10.0,-15.0,5.0
2,276,Clown,-66.0,93.0,-27.0
0,277,Tuna,2.0,-9.0,7.0
1,277,Salmon,10.0,-15.0,5.0
2,277,Clown,-66.0,93.0,-27.0
0,278,Tuna,1.0,-7.0,6.0
1,278,Salmon,10.0,-15.0,5.0
2,278,Clown,-69.0,96.0,-27.0
0,279,Tuna,1.0,-7.0,6.0
1,279,Salmon,11.0,-16.0,5.0
2,279,Clown,-69.0,96.0,-27.0
0,280,Tuna,0.0,-5.0,5.0
1,280,Salmon,11.0,-17.0,6.0
2,280,Clown,-69.0,96.0,-27.0
0,281,Tuna,0.0,-5.0,5.0
1,281,Salmon,11.0,-17.0,6.0
2,281,Clown,-69.0,96.0,-27.0
0,282,Tuna,0.0,-6.0,6.0
1,282,Salmon,11.0,-17.0,6.0
2,282,Clown,-69.0,99.0,-30.0
0,283,Tuna,2.0,-8.0,6.0
1,283,Salmon,12.0,-19.0,7.0
2,283,Clown,-69.0,99.0,-30.0
0,284,Tuna,2.0,-8.0,6.0
1,284,Salmon,14.0,-21.0,7.0
2,284,Clown,-69.0,99.0,-30.0
0,285,Tuna,1.0,-7.0,6.0
1,285,Salmon,15.0,-22.0,7.0
2,285,Clown,-72.0,102.0,-30.0
0,286,Tuna,1.0,-8.0,7.0
1,286,Salmon,16.0,-23.0,7.0
2,286,Clown,-72.0,102.0,-30.0
0,287,Tuna,1.0,-8.0,7.0
1,287,Salmon,16.0,-23.0,7.0
2,287,Clown,-72.0,102.0,-30.0
0,288,Tuna,2.0,-10.0,8.0
1,288,Salmon,15.0,-22.0,7.0
2,288,Clown,-72.0,102.0,-30.0
0,289,Tuna,2.0,-9.0,7.0
1,289,Salmon,14.0,-21.0,7.0
2,289,Clown,-72.0,102.0,-30.0
0,290,Tuna,2.0,-8.0,6.0
1,290,Salmon,14.0,-22.0,8.0
2,290,Clown,-72.0,102.0,-30.0
0,291,Tuna,2.0,-6.0,4.0
1,291,Salmon,14.0,-23.0,9.0
2,291,Clown,-72.0,102.0,-30.0
0,292,Tuna,2.0,-6.0,4.0
1,292,Salmon,14.0,-23.0,9.0
2,292,Clown,-72.0,102.0,-30.0
0,293,Tuna,3.0,-7.0,4.0
1,293,Salmon,14.0,-23.0,9.0
2,293,Clown,-72.0,102.0,-30.0
0,294,Tuna,4.0,-8.0,4.0
1,294,Salmon,14.0,-23.0,9.0
2,294,Clown,-72.0,102.0,-30.0
0,295,Tuna,4.0,-8.0,4.0
1,295,Salmon,15.0,-24.0,9.0
2,295,Clown,-72.0,102.0,-30.0
0,296,Tuna,4.0,-8.0,4.0
1,296,Salmon,15.0,-24.0,9.0
2,296,Clown,-75.0,105.0,-30.0
0,297,Tuna,4.0,-8.0,4.0
1,297,Salmon,15.0,-24.0,9.0
2,297,Clown,-75.0,105.0,-30.0
0,298,Tuna,3.0,-7.0,4.0
1,298,Salmon,15.0,-23.0,8.0
2,298,Clown,-75.0,105.0,-30.0
0,299,Tuna,4.0,-8.0,4.0
1,299,Salmon,15.0,-22.0,7.0
2,299,Clown,-75.0,102.0,-27.0
0,300,Tuna,4.0,-8.0,4.0
1,300,Salmon,17.0,-24.0,7.0
2,300,Clown,-78.0,105.0,-27.0
0,301,Tuna,4.0,-8.0,4.0
1,301,Salmon,18.0,-25.0,7.0
2,301,Clown,-78.0,105.0,-27.0
0,302,Tuna,3.0,-7.0,4.0
1,302,Salmon,18.0,-25.0,7.0
2,302,Clown,-78.0,105.0,-27.0
0,303,Tuna,3.0,-7.0,4.0
1,303,Salmon,18.0,-25.0,7.0
2,303,Clown,-78.0,105.0,-27.0
0,304,Tuna,3.0,-7.0,4.0
1,304,Salmon,18.0,-25.0,7.0
2,304,Clown,-78.0,105.0,-27.0
0,305,Tuna,3.0,-7.0,4.0
1,305,Salmon,17.0,-25.0,8.0
2,305,Clown,-78.0,108.0,-30.0
0,306,Tuna,3.0,-8.0,5.0
1,306,Salmon,16.0,-22.0,6.0
2,306,Clown,-78.0,108.0,-30.0
0,307,Tuna,2.0,-7.0,5.0
1,307,Salmon,17.0,-23.0,6.0
2,307,Clown,-81.0,111.0,-30.0
0,308,Tuna,2.0,-7.0,5.0
1,308,Salmon,17.0,-23.0,6.0
2,308,Clown,-81.0,111.0,-30.0
0,309,Tuna,1.0,-6.0,5.0
1,309,Salmon,17.0,-23.0,6.0
2,309,Clown,-81.0,111.0,-30.0
0,310,Tuna,1.0,-6.0,5.0
1,310,Salmon,17.0,-23.0,6.0
2,310,Clown,-84.0,114.0,-30.0
0,311,Tuna,1.0,-6.0,5.0
1,311,Salmon,17.0,-23.0,6.0
2,311,Clown,-84.0,114.0,-30.0
0,312,Tuna,3.0,-9.0,6.0
1,312,Salmon,17.0,-23.0,6.0
2,312,Clown,-84.0,114.0,-30.0
0,313,Tuna,3.0,-9.0,6.0
1,313,Salmon,17.0,-23.0,6.0
2,313,Clown,-87.0,117.0,-30.0
0,314,Tuna,2.0,-8.0,6.0
1,314,Salmon,16.0,-22.0,6.0
2,314,Clown,-87.0,117.0,-30.0
0,315,Tuna,2.0,-8.0,6.0
1,315,Salmon,15.0,-21.0,6.0
2,315,Clown,-87.0,117.0,-30.0
0,316,Tuna,2.0,-8.0,6.0
1,316,Salmon,16.0,-21.0,5.0
2,316,Clown,-87.0,117.0,-30.0
0,317,Tuna,2.0,-8.0,6.0
1,317,Salmon,16.0,-21.0,5.0
2,317,Clown,-90.0,120.0,-30.0
0,318,Tuna,2.0,-8.0,6.0
1,318,Salmon,18.0,-22.0,4.0
2,318,Clown,-90.0,117.0,-27.0
0,319,Tuna,2.0,-8.0,6.0
1,319,Salmon,18.0,-23.0,5.0
2,319,Clown,-87.0,114.0,-27.0
0,320,Tuna,2.0,-8.0,6.0
1,320,Salmon,18.0,-23.0,5.0
2,320,Clown,-87.0,114.0,-27.0
0,321,Tuna,2.0,-9.0,7.0
1,321,Salmon,18.0,-23.0,5.0
2,321,Clown,-87.0,114.0,-27.0
0,322,Tuna,2.0,-9.0,7.0
1,322,Salmon,17.0,-23.0,6.0
2,322,Clown,-87.0,114.0,-27.0
0,323,Tuna,2.0,-9.0,7.0
1,323,Salmon,17.0,-22.0,5.0
2,323,Clown,-87.0,114.0,-27.0
0,324,Tuna,3.0,-10.0,7.0
1,324,Salmon,17.0,-22.0,5.0
2,324,Clown,-87.0,114.0,-27.0
0,325,Tuna,4.0,-10.0,6.0
1,325,Salmon,17.0,-23.0,6.0
2,325,Clown,-87.0,114.0,-27.0
0,326,Tuna,4.0,-10.0,6.0
1,326,Salmon,17.0,-23.0,6.0
2,326,Clown,-87.0,114.0,-27.0
0,327,Tuna,3.0,-10.0,7.0
1,327,Salmon,15.0,-21.0,6.0
2,327,Clown,-87.0,114.0,-27.0
0,328,Tuna,3.0,-11.0,8.0
1,328,Salmon,15.0,-21.0,6.0
2,328,Clown,-84.0,111.0,-27.0
0,329,Tuna,3.0,-12.0,9.0
1,329,Salmon,14.0,-21.0,7.0
2,329,Clown,-84.0,111.0,-27.0
0,330,Tuna,3.0,-12.0,9.0
1,330,Salmon,13.0,-19.0,6.0
2,330,Clown,-84.0,111.0,-27.0
0,331,Tuna,2.0,-11.0,9.0
1,331,Salmon,14.0,-21.0,7.0
2,331,Clown,-84.0,111.0,-27.0
0,332,Tuna,1.0,-9.0,8.0
1,332,Salmon,15.0,-21.0,6.0
2,332,Clown,-84.0,111.0,-27.0
0,333,Tuna,0.0,-8.0,8.0
1,333,Salmon,14.0,-20.0,6.0
2,333,Clown,-84.0,111.0,-27.0
0,334,Tuna,0.0,-8.0,8.0
1,334,Salmon,16.0,-21.0,5.0
2,334,Clown,-84.0,111.0,-27.0
0,335,Tuna,0.0,-8.0,8.0
1,335,Salmon,16.0,-21.0,5.0
2,335,Clown,-84.0,111.0,-27.0
0,336,Tuna,0.0,-7.0,7.0
1,336,Salmon,15.0,-20.0,5.0
2,336,Clown,-87.0,114.0,-27.0
0,337,Tuna,1.0,-8.0,7.0
1,337,Salmon,15.0,-20.0,5.0
2,337,Clown,-87.0,114.0,-27.0
0,338,Tuna,1.0,-8.0,7.0
1,338,Salmon,15.0,-21.0,6.0
2,338,Clown,-87.0,114.0,-27.0
0,339,Tuna,1.0,-8.0,7.0
1,339,Salmon,15.0,-21.0,6.0
2,339,Clown,-87.0,114.0,-27.0
0,340,Tuna,0.0,-8.0,8.0
1,340,Salmon,15.0,-22.0,7.0
2,340,Clown,-90.0,117.0,-27.0
0,341,Tuna,1.0,-9.0,8.0
1,341,Salmon,14.0,-21.0,7.0
2,341,Clown,-90.0,117.0,-27.0
0,342,Tuna,1.0,-8.0,7.0
1,342,Salmon,12.0,-19.0,7.0
2,342,Clown,-90.0,117.0,-27.0
0,343,Tuna,2.0,-10.0,8.0
1,343,Salmon,12.0,-18.0,6.0
2,343,Clown,-93.0,120.0,-27.0
0,344,Tuna,2.0,-10.0,8.0
1,344,Salmon,13.0,-19.0,6.0
2,344,Clown,-93.0,120.0,-27.0
0,345,Tuna,2.0,-11.0,9.0
1,345,Salmon,13.0,-19.0,6.0
2,345,Clown,-93.0,120.0,-27.0
0,346,Tuna,2.0,-12.0,10.0
1,346,Salmon,14.0,-20.0,6.0
2,346,Clown,-93.0,120.0,-27.0
0,347,Tuna,2.0,-12.0,10.0
1,347,Salmon,14.0,-20.0,6.0
2,347,Clown,-93.0,120.0,-27.0
0,348,Tuna,3.0,-13.0,10.0
1,348,Salmon,14.0,-20.0,6.0
2,348,Clown,-93.0,120.0,-27.0
0,349,Tuna,3.0,-13.0,10.0
1,349,Salmon,15.0,-23.0,8.0
2,349,Clown,-99.0,126.0,-27.0
0,350,Tuna,3.0,-13.0,10.0
1,350,Salmon,14.0,-22.0,8.0
2,350,Clown,-99.0,126.0,-27.0
0,351,Tuna,3.0,-12.0,9.0
1,351,Salmon,14.0,-24.0,10.0
2,351,Clown,-99.0,126.0,-27.0
0,352,Tuna,3.0,-12.0,9.0
1,352,Salmon,13.0,-23.0,10.0
2,352,Clown,-99.0,126.0,-27.0
0,353,Tuna,3.0,-12.0,9.0
1,353,Salmon,14.0,-24.0,10.0
2,353,Clown,-99.0,126.0,-27.0
0,354,Tuna,3.0,-13.0,10.0
1,354,Salmon,14.0,-24.0,10.0
2,354,Clown,-102.0,129.0,-27.0
0,355,Tuna,3.0,-13.0,10.0
1,355,Salmon,14.0,-24.0,10.0
2,355,Clown,-102.0,129.0,-27.0
0,356,Tuna,4.0,-14.0,10.0
1,356,Salmon,14.0,-25.0,11.0
2,356,Clown,-102.0,129.0,-27.0
0,357,Tuna,4.0,-14.0,10.0
1,357,Salmon,15.0,-26.0,11.0
2,357,Clown,-102.0,129.0,-27.0
0,358,Tuna,5.0,-15.0,10.0
1,358,Salmon,15.0,-25.0,10.0
2,358,Clown,-102.0,129.0,-27.0
0,359,Tuna,5.0,-15.0,10.0
1,359,Salmon,15.0,-24.0,9.0
2,359,Clown,-102.0,129.0,-27.0
0,360,Tuna,5.0,-15.0,10.0
1,360,Salmon,13.0,-22.0,9.0
2,360,Clown,-102.0,129.0,-27.0
0,361,Tuna,6.0,-16.0,10.0
1,361,Salmon,12.0,-22.0,10.0
2,361,Clown,-102.0,129.0,-27.0
0,362,Tuna,6.0,-16.0,10.0
1,362,Salmon,12.0,-22.0,10.0
2,362,Clown,-102.0,129.0,-27.0
0,363,Tuna,6.0,-17.0,11.0
1,363,Salmon,13.0,-23.0,10.0
2,363,Clown,-102.0,129.0,-27.0
0,364,Tuna,5.0,-16.0,11.0
1,364,Salmon,14.0,-24.0,10.0
2,364,Clown,-102.0,129.0,-27.0
0,365,Tuna,5.0,-16.0,11.0
1,365,Salmon,15.0,-25.0,10.0
2,365,Clown,-102.0,129.0,-27.0
0,366,Tuna,5.0,-16.0,11.0
1,366,Salmon,13.0,-23.0,10.0
2,366,Clown,-102.0,129.0,-27.0
0,367,Tuna,5.0,-16.0,11.0
1,367,Salmon,13.0,-24.0,11.0
2,367,Clown,-102.0,129.0,-27.0
0,368,Tuna,5.0,-16.0,11.0
1,368,Salmon,14.0,-25.0,11.0
2,368,Clown,-102.0,129.0,-27.0
0,369,Tuna,5.0,-16.0,11.0
1,369,Salmon,14.0,-24.0,10.0
2,369,Clown,-105.0,132.0,-27.0
0,370,Tuna,5.0,-16.0,11.0
1,370,Salmon,14.0,-23.0,9.0
2,370,Clown,-105.0,132.0,-27.0
0,371,Tuna,6.0,-17.0,11.0
1,371,Salmon,14.0,-23.0,9.0
2,371,Clown,-108.0,135.0,-27.0
0,372,Tuna,6.0,-17.0,11.0
1,372,Salmon,15.0,-24.0,9.0
2,372,Clown,-108.0,135.0,-27.0
0,373,Tuna,5.0,-16.0,11.0
1,373,Salmon,15.0,-24.0,9.0
2,373,Clown,-108.0,135.0,-27.0
0,374,Tuna,5.0,-16.0,11.0
1,374,Salmon,15.0,-24.0,9.0
2,374,Clown,-108.0,135.0,-27.0
0,375,Tuna,4.0,-15.0,11.0
1,375,Salmon,15.0,-24.0,9.0
2,375,Clown,-111.0,138.0,-27.0
0,376,Tuna,4.0,-15.0,11.0
1,376,Salmon,15.0,-25.0,10.0
2,376,Clown,-111.0,141.0,-30.0
0,377,Tuna,4.0,-15.0,11.0
1,377,Salmon,14.0,-25.0,11.0
2,377,Clown,-111.0,141.0,-30.0
0,378,Tuna,4.0,-15.0,11.0
1,378,Salmon,14.0,-25.0,11.0
2,378,Clown,-111.0,141.0,-30.0
0,379,Tuna,6.0,-17.0,11.0
1,379,Salmon,14.0,-24.0,10.0
2,379,Clown,-111.0,141.0,-30.0
0,380,Tuna,7.0,-18.0,11.0
1,380,Salmon,14.0,-25.0,11.0
2,380,Clown,-114.0,144.0,-30.0
0,381,Tuna,7.0,-18.0,11.0
1,381,Salmon,13.0,-23.0,10.0
2,381,Clown,-117.0,147.0,-30.0
0,382,Tuna,7.0,-18.0,11.0
1,382,Salmon,14.0,-25.0,11.0
2,382,Clown,-117.0,147.0,-30.0
0,383,Tuna,7.0,-18.0,11.0
1,383,Salmon,13.0,-23.0,10.0
2,383,Clown,-117.0,147.0,-30.0
0,384,Tuna,7.0,-18.0,11.0
1,384,Salmon,13.0,-23.0,10.0
2,384,Clown,-117.0,147.0,-30.0
0,385,Tuna,7.0,-17.0,10.0
1,385,Salmon,13.0,-23.0,10.0
2,385,Clown,-114.0,141.0,-27.0
0,386,Tuna,8.0,-18.0,10.0
1,386,Salmon,13.0,-23.0,10.0
2,386,Clown,-111.0,138.0,-27.0
0,387,Tuna,8.0,-18.0,10.0
1,387,Salmon,11.0,-20.0,9.0
2,387,Clown,-111.0,135.0,-24.0
0,388,Tuna,8.0,-18.0,10.0
1,388,Salmon,11.0,-19.0,8.0
2,388,Clown,-111.0,135.0,-24.0
0,389,Tuna,8.0,-18.0,10.0
1,389,Salmon,12.0,-21.0,9.0
2,389,Clown,-111.0,135.0,-24.0
0,390,Tuna,8.0,-18.0,10.0
1,390,Salmon,11.0,-20.0,9.0
2,390,Clown,-111.0,135.0,-24.0
0,391,Tuna,8.0,-18.0,10.0
1,391,Salmon,13.0,-22.0,9.0
2,391,Clown,-111.0,135.0,-24.0
0,392,Tuna,7.0,-17.0,10.0
1,392,Salmon,13.0,-22.0,9.0
2,392,Clown,-111.0,135.0,-24.0
0,393,Tuna,7.0,-17.0,10.0
1,393,Salmon,13.0,-22.0,9.0
2,393,Clown,-111.0,135.0,-24.0
0,394,Tuna,7.0,-17.0,10.0
1,394,Salmon,13.0,-23.0,10.0
2,394,Clown,-111.0,135.0,-24.0
0,395,Tuna,6.0,-17.0,11.0
1,395,Salmon,14.0,-25.0,11.0
2,395,Clown,-111.0,135.0,-24.0
0,396,Tuna,6.0,-17.0,11.0
1,396,Salmon,14.0,-25.0,11.0
2,396,Clown,-111.0,132.0,-21.0
0,397,Tuna,6.0,-16.0,10.0
1,397,Salmon,15.0,-26.0,11.0
2,397,Clown,-111.0,129.0,-18.0
0,398,Tuna,6.0,-16.0,10.0
1,398,Salmon,16.0,-28.0,12.0
2,398,Clown,-111.0,129.0,-18.0
0,399,Tuna,6.0,-16.0,10.0
1,399,Salmon,16.0,-28.0,12.0
2,399,Clown,-111.0,129.0,-18.0
0,400,Tuna,6.0,-16.0,10.0
1,400,Salmon,15.0,-27.0,12.0
2,400,Clown,-111.0,129.0,-18.0
0,401,Tuna,5.0,-15.0,10.0
1,401,Salmon,15.0,-27.0,12.0
2,401,Clown,-111.0,129.0,-18.0
0,402,Tuna,5.0,-15.0,10.0
1,402,Salmon,15.0,-27.0,12.0
2,402,Clown,-111.0,129.0,-18.0
0,403,Tuna,5.0,-15.0,10.0
1,403,Salmon,16.0,-30.0,14.0
2,403,Clown,-111.0,129.0,-18.0
0,404,Tuna,5.0,-15.0,10.0
1,404,Salmon,16.0,-29.0,13.0
2,404,Clown,-111.0,132.0,-21.0
0,405,Tuna,5.0,-15.0,10.0
1,405,Salmon,16.0,-29.0,13.0
2,405,Clown,-111.0,132.0,-21.0
0,406,Tuna,5.0,-15.0,10.0
1,406,Salmon,17.0,-31.0,14.0
2,406,Clown,-111.0,132.0,-21.0
0,407,Tuna,5.0,-16.0,11.0
1,407,Salmon,17.0,-31.0,14.0
2,407,Clown,-111.0,132.0,-21.0
0,408,Tuna,5.0,-16.0,11.0
1,408,Salmon,18.0,-33.0,15.0
2,408,Clown,-111.0,132.0,-21.0
0,409,Tuna,4.0,-14.0,10.0
1,409,Salmon,18.0,-34.0,16.0
2,409,Clown,-111.0,129.0,-18.0
0,410,Tuna,3.0,-13.0,10.0
1,410,Salmon,21.0,-37.0,16.0
2,410,Clown,-111.0,129.0,-18.0
0,411,Tuna,3.0,-13.0,10.0
1,411,Salmon,22.0,-38.0,16.0
2,411,Clown,-111.0,129.0,-18.0
0,412,Tuna,3.0,-13.0,10.0
1,412,Salmon,22.0,-38.0,16.0
2,412,Clown,-114.0,132.0,-18.0
0,413,Tuna,1.0,-11.0,10.0
1,413,Salmon,24.0,-40.0,16.0
2,413,Clown,-114.0,132.0,-18.0
0,414,Tuna,2.0,-12.0,10.0
1,414,Salmon,23.0,-39.0,16.0
2,414,Clown,-111.0,129.0,-18.0
0,415,Tuna,2.0,-12.0,10.0
1,415,Salmon,24.0,-41.0,17.0
2,415,Clown,-111.0,129.0,-18.0
0,416,Tuna,2.0,-12.0,10.0
1,416,Salmon,25.0,-42.0,17.0
2,416,Clown,-111.0,129.0,-18.0
0,417,Tuna,2.0,-12.0,10.0
1,417,Salmon,26.0,-44.0,18.0
2,417,Clown,-111.0,129.0,-18.0
0,418,Tuna,0.0,-10.0,10.0
1,418,Salmon,25.0,-45.0,20.0
2,418,Clown,-111.0,129.0,-18.0
0,419,Tuna,0.0,-10.0,10.0
1,419,Salmon,25.0,-45.0,20.0
2,419,Clown,-111.0,129.0,-18.0
0,420,Tuna,0.0,-10.0,10.0
1,420,Salmon,26.0,-47.0,21.0
2,420,Clown,-114.0,135.0,-21.0
0,421,Tuna,2.0,-12.0,10.0
1,421,Salmon,25.0,-45.0,20.0
